symbol,date,open,high,low,close,volume
GXH.NZ,2022-01-24,1.14,1.15,1.14,1.15,2981
GXH.NZ,2022-01-25,1.18,1.21,1.17,1.18,128260
GXH.NZ,2022-01-26,1.18,1.19,1.16,1.19,37881
GXH.NZ,2022-01-27,1.19,1.19,1.18,1.18,446883
GXH.NZ,2022-01-28,1.19,1.19,1.18,1.18,114245
GXH.NZ,2022-01-31,1.19,1.19,1.18,1.19,135574
GXH.NZ,2022-02-01,1.19,1.19,1.18,1.18,68191
GXH.NZ,2022-02-02,1.19,1.19,1.19,1.19,897
GXH.NZ,2022-02-03,1.19,1.2,1.18,1.19,19512
GXH.NZ,2022-02-04,1.19,1.19,1.18,1.19,193564
GXH.NZ,2022-02-08,1.19,1.19,1.18,1.19,200197
GXH.NZ,2022-02-09,1.19,1.19,1.18,1.19,184379
GXH.NZ,2022-02-10,1.19,1.2,1.19,1.2,21915
GXH.NZ,2022-02-11,1.2,1.2,1.19,1.19,46178
GXH.NZ,2022-02-14,1.18,1.19,1.18,1.18,138115
GXH.NZ,2022-02-15,1.18,1.2,1.18,1.2,931
GXH.NZ,2022-02-16,1.2,1.21,1.2,1.21,49053
GXH.NZ,2022-02-17,1.2,1.2,1.19,1.19,5698
GXH.NZ,2022-02-18,1.19,1.19,1.19,1.19,364
GXH.NZ,2022-02-21,1.19,1.21,1.19,1.21,1832
GXH.NZ,2022-02-22,1.21,1.21,1.21,1.21,55054
GXH.NZ,2022-02-23,1.21,1.24,1.21,1.23,15422
GXH.NZ,2022-02-24,1.23,1.24,1.21,1.24,44084
GXH.NZ,2022-02-25,1.23,1.23,1.23,1.23,1497
GXH.NZ,2022-02-28,1.23,1.23,1.2,1.2,171078
GXH.NZ,2022-03-01,1.21,1.21,1.21,1.21,80130
GXH.NZ,2022-03-02,1.23,1.24,1.21,1.23,15529
GXH.NZ,2022-03-03,1.21,1.24,1.21,1.23,33236
GXH.NZ,2022-03-04,1.21,1.21,1.21,1.21,2456
GXH.NZ,2022-03-07,1.21,1.23,1.21,1.23,56571
GXH.NZ,2022-03-08,1.21,1.22,1.21,1.22,113131
GXH.NZ,2022-03-09,1.22,1.23,1.21,1.21,4730
GXH.NZ,2022-03-10,1.22,1.22,1.21,1.21,20172
GXH.NZ,2022-03-11,1.23,1.23,1.21,1.23,1148
GXH.NZ,2022-03-14,1.23,1.24,1.21,1.22,3810
GXH.NZ,2022-03-15,1.22,1.29,1.22,1.29,28419
GXH.NZ,2022-03-16,1.29,1.32,1.29,1.32,379808
GXH.NZ,2022-03-17,1.35,1.35,1.32,1.35,75119
GXH.NZ,2022-03-18,1.33,1.33,1.32,1.33,28897
GXH.NZ,2022-03-21,1.33,1.33,1.29,1.29,6209
GXH.NZ,2022-03-22,1.31,1.31,1.29,1.3,36219
GXH.NZ,2022-03-23,1.3,1.3,1.3,1.3,2450
GXH.NZ,2022-03-24,1.3,1.3,1.3,1.3,2251
GXH.NZ,2022-03-25,1.3,1.3,1.3,1.3,8697
GXH.NZ,2022-03-28,1.28,1.3,1.28,1.3,643
GXH.NZ,2022-03-29,1.3,1.31,1.3,1.31,20363
GXH.NZ,2022-03-30,1.3,1.31,1.3,1.31,9458
GXH.NZ,2022-03-31,1.32,1.33,1.32,1.33,9150
GXH.NZ,2022-04-01,1.33,1.35,1.32,1.32,23129
GXH.NZ,2022-04-04,1.35,1.38,1.35,1.38,9311
GXH.NZ,2022-04-05,1.38,1.5,1.38,1.5,180412
GXH.NZ,2022-04-06,1.5,1.5,1.45,1.45,15854
GXH.NZ,2022-04-07,1.4,1.4,1.38,1.38,2246
GXH.NZ,2022-04-08,1.37,1.38,1.37,1.38,8133
GXH.NZ,2022-04-11,1.37,1.37,1.37,1.37,6203
GXH.NZ,2022-04-12,1.39,1.39,1.39,1.39,498
GXH.NZ,2022-04-13,1.41,1.41,1.4,1.4,14201
GXH.NZ,2022-04-14,1.4,1.41,1.4,1.4,2052
GXH.NZ,2022-04-19,1.4,1.4,1.37,1.37,6624
GXH.NZ,2022-04-20,1.34,1.42,1.34,1.42,36794
GXH.NZ,2022-04-21,1.41,1.42,1.41,1.42,2290
GXH.NZ,2022-04-22,1.4,1.4,1.38,1.39,69792
GXH.NZ,2022-04-26,1.39,1.39,1.37,1.38,14605
GXH.NZ,2022-04-27,1.37,1.37,1.37,1.37,40030
GXH.NZ,2022-04-28,1.37,1.39,1.35,1.35,22224
GXH.NZ,2022-04-29,1.35,1.37,1.31,1.31,23411
GXH.NZ,2022-05-02,1.32,1.32,1.31,1.32,12695
GXH.NZ,2022-05-03,1.32,1.32,1.32,1.32,1701
GXH.NZ,2022-05-04,1.34,1.34,1.34,1.34,228
GXH.NZ,2022-05-05,1.36,1.36,1.36,1.36,41848
GXH.NZ,2022-05-06,1.35,1.35,1.35,1.35,445
GXH.NZ,2022-05-09,1.35,1.35,1.33,1.33,19618
GXH.NZ,2022-05-10,1.33,1.33,1.3,1.31,23759
GXH.NZ,2022-05-11,1.31,1.31,1.3,1.31,9219
GXH.NZ,2022-05-12,1.3,1.31,1.3,1.31,22700
GXH.NZ,2022-05-13,1.31,1.31,1.28,1.28,25116
GXH.NZ,2022-05-16,1.28,1.28,1.27,1.28,1940
GXH.NZ,2022-05-17,1.3,1.3,1.3,1.3,21519
GXH.NZ,2022-05-18,1.3,1.3,1.28,1.28,4512
GXH.NZ,2022-05-19,1.27,1.27,1.27,1.27,190
GXH.NZ,2022-05-20,1.25,1.25,1.22,1.23,28974
GXH.NZ,2022-05-23,1.28,1.29,1.28,1.29,9180
GXH.NZ,2022-05-24,1.26,1.26,1.26,1.26,444
GXH.NZ,2022-05-25,1.27,1.3,1.27,1.3,8007
GXH.NZ,2022-05-26,1.33,1.35,1.33,1.35,31600
GXH.NZ,2022-05-27,1.37,1.39,1.33,1.33,25394
GXH.NZ,2022-05-30,1.31,1.31,1.3,1.3,18174
GXH.NZ,2022-05-31,1.3,1.33,1.3,1.33,4861
GXH.NZ,2022-06-01,1.35,1.35,1.34,1.35,2825
GXH.NZ,2022-06-02,1.38,1.38,1.37,1.38,13374
GXH.NZ,2022-06-03,1.37,1.38,1.37,1.37,8889
GXH.NZ,2022-06-07,1.34,1.34,1.34,1.34,2775
GXH.NZ,2022-06-08,1.32,1.35,1.32,1.32,15981
GXH.NZ,2022-06-09,1.3,1.3,1.3,1.3,362
GXH.NZ,2022-06-10,1.31,1.31,1.29,1.29,30814
GXH.NZ,2022-06-13,1.3,1.3,1.3,1.3,43508
GXH.NZ,2022-06-14,1.3,1.31,1.3,1.31,2619
GXH.NZ,2022-06-15,1.31,1.31,1.31,1.31,571
GXH.NZ,2022-06-16,1.31,1.31,1.28,1.28,2014
GXH.NZ,2022-06-17,1.29,1.33,1.28,1.28,47828
GXH.NZ,2022-06-20,1.3,1.31,1.3,1.31,5537
GXH.NZ,2022-06-21,1.33,1.33,1.33,1.33,5734
GXH.NZ,2022-06-22,1.32,1.32,1.31,1.31,507
GXH.NZ,2022-06-23,1.31,1.33,1.31,1.33,11494
GXH.NZ,2022-06-27,1.33,1.33,1.32,1.32,8072
GXH.NZ,2022-06-28,1.34,1.34,1.34,1.34,5194
GXH.NZ,2022-06-29,1.34,1.34,1.34,1.34,2167
GXH.NZ,2022-06-30,1.34,1.34,1.34,1.34,2790
GXH.NZ,2022-07-01,1.34,1.34,1.32,1.32,1430
GXH.NZ,2022-07-04,1.32,1.32,1.32,1.32,2800
GXH.NZ,2022-07-05,1.34,1.34,1.28,1.28,2987
GXH.NZ,2022-07-06,1.3,1.33,1.28,1.28,10556
GXH.NZ,2022-07-07,1.31,1.31,1.3,1.31,15168
GXH.NZ,2022-07-08,1.32,1.34,1.32,1.34,110033
GXH.NZ,2022-07-11,1.33,1.34,1.33,1.33,13447
GXH.NZ,2022-07-12,1.34,1.34,1.33,1.33,30596
GXH.NZ,2022-07-13,1.31,1.31,1.31,1.31,1462
GXH.NZ,2022-07-14,1.29,1.29,1.29,1.29,270
GXH.NZ,2022-07-15,1.29,1.29,1.29,1.29,0
GXH.NZ,2022-07-18,1.3,1.31,1.3,1.31,3025
GXH.NZ,2022-07-19,1.33,1.33,1.33,1.33,1123
GXH.NZ,2022-07-20,1.33,1.37,1.33,1.37,120467
GXH.NZ,2022-07-21,1.37,1.39,1.35,1.38,35919
GXH.NZ,2022-07-22,1.4,1.4,1.38,1.38,25565
GXH.NZ,2022-07-25,1.4,1.4,1.4,1.4,10624
GXH.NZ,2022-07-26,1.4,1.42,1.4,1.42,51098
GXH.NZ,2022-07-27,1.42,1.42,1.42,1.42,389
GXH.NZ,2022-07-28,1.42,1.42,1.39,1.39,5872
GXH.NZ,2022-07-29,1.39,1.39,1.37,1.37,3297
GXH.NZ,2022-08-01,1.37,1.41,1.37,1.41,6137
GXH.NZ,2022-08-02,1.41,1.41,1.36,1.36,1721
GXH.NZ,2022-08-03,1.36,1.37,1.36,1.37,482
GXH.NZ,2022-08-04,1.38,1.38,1.36,1.38,9072
GXH.NZ,2022-08-05,1.37,1.37,1.36,1.36,4437
GXH.NZ,2022-08-08,1.36,1.36,1.36,1.36,3853
GXH.NZ,2022-08-09,1.34,1.36,1.32,1.36,18839
GXH.NZ,2022-08-10,1.37,1.38,1.36,1.36,7609
GXH.NZ,2022-08-11,1.36,1.4,1.36,1.4,2221
GXH.NZ,2022-08-12,1.38,1.38,1.38,1.38,345
GXH.NZ,2022-08-15,1.38,1.38,1.36,1.37,3234
GXH.NZ,2022-08-16,1.38,1.4,1.36,1.4,34846
GXH.NZ,2022-08-17,1.4,1.4,1.38,1.38,3239
GXH.NZ,2022-08-18,1.4,1.4,1.37,1.37,5643
GXH.NZ,2022-08-19,1.38,1.38,1.37,1.37,20732
GXH.NZ,2022-08-22,1.38,1.38,1.38,1.38,5035
GXH.NZ,2022-08-23,1.38,1.38,1.36,1.36,24608
GXH.NZ,2022-08-24,1.37,1.38,1.36,1.38,9381
GXH.NZ,2022-08-25,1.4,1.4,1.38,1.38,19361
GXH.NZ,2022-08-26,1.38,1.4,1.38,1.39,17545
GXH.NZ,2022-08-29,1.37,1.38,1.37,1.37,10006
GXH.NZ,2022-08-30,1.38,1.39,1.36,1.39,101001
GXH.NZ,2022-08-31,1.38,1.4,1.36,1.36,10821
GXH.NZ,2022-09-01,1.36,1.36,1.36,1.36,7190
GXH.NZ,2022-09-02,1.38,1.38,1.38,1.38,242
GXH.NZ,2022-09-05,1.39,1.39,1.39,1.39,4213
GXH.NZ,2022-09-06,1.39,1.39,1.39,1.39,1789
GXH.NZ,2022-09-07,1.39,1.39,1.37,1.37,1971
GXH.NZ,2022-09-08,1.37,1.37,1.34,1.34,538
GXH.NZ,2022-09-09,1.32,1.35,1.31,1.35,2646
GXH.NZ,2022-09-12,1.36,1.37,1.35,1.35,2906
GXH.NZ,2022-09-13,1.36,1.36,1.35,1.35,3350
GXH.NZ,2022-09-14,1.34,1.34,1.32,1.32,4820
GXH.NZ,2022-09-15,1.34,1.35,1.34,1.34,2203
GXH.NZ,2022-09-16,1.35,1.35,1.35,1.35,649
GXH.NZ,2022-09-19,1.35,1.35,1.35,1.35,826
GXH.NZ,2022-09-20,1.34,1.34,1.33,1.33,4500
GXH.NZ,2022-09-21,1.33,1.34,1.32,1.32,24823
GXH.NZ,2022-09-22,1.34,1.34,1.33,1.33,2679
GXH.NZ,2022-09-23,1.33,1.35,1.33,1.35,12988
GXH.NZ,2022-09-26,1.35,1.35,1.35,1.35,0
GXH.NZ,2022-09-27,1.36,1.37,1.36,1.36,2271
GXH.NZ,2022-09-28,1.38,1.38,1.37,1.37,96910
GXH.NZ,2022-09-29,1.36,1.37,1.36,1.37,1147
GXH.NZ,2022-09-30,1.36,1.36,1.35,1.35,7775
GXH.NZ,2022-10-03,1.36,1.36,1.35,1.36,4541
GXH.NZ,2022-10-04,1.36,1.36,1.36,1.36,737
GXH.NZ,2022-10-05,1.34,1.36,1.32,1.32,8676
GXH.NZ,2022-10-06,1.32,1.32,1.32,1.32,5563
GXH.NZ,2022-10-07,1.33,1.34,1.33,1.34,451
GXH.NZ,2022-10-10,1.34,1.34,1.31,1.32,4424
GXH.NZ,2022-10-11,1.34,1.34,1.34,1.34,1482
GXH.NZ,2022-10-12,1.36,1.37,1.36,1.36,14716
GXH.NZ,2022-10-13,1.36,1.36,1.34,1.34,764
GXH.NZ,2022-10-14,1.32,1.33,1.32,1.32,1648
GXH.NZ,2022-10-17,1.32,1.32,1.3,1.3,22066
GXH.NZ,2022-10-18,1.3,1.3,1.3,1.3,2679
GXH.NZ,2022-10-19,1.3,1.3,1.27,1.28,11745
GXH.NZ,2022-10-20,1.27,1.27,1.22,1.22,88470
GXH.NZ,2022-10-21,1.23,1.24,1.19,1.19,42258
GXH.NZ,2022-10-25,1.19,1.22,1.19,1.2,5518
GXH.NZ,2022-10-26,1.18,1.21,1.16,1.21,11423
GXH.NZ,2022-10-27,1.22,1.25,1.22,1.25,6765
GXH.NZ,2022-10-28,1.26,1.26,1.22,1.22,10120
GXH.NZ,2022-10-31,1.25,1.25,1.25,1.25,2771
GXH.NZ,2022-11-01,1.28,1.28,1.26,1.26,2740
GXH.NZ,2022-11-02,1.27,1.28,1.27,1.28,6905
GXH.NZ,2022-11-03,1.29,1.31,1.29,1.3,3071
GXH.NZ,2022-11-04,1.25,1.25,1.21,1.21,6941
GXH.NZ,2022-11-07,1.22,1.23,1.22,1.23,3458
GXH.NZ,2022-11-08,1.25,1.25,1.25,1.25,491
GXH.NZ,2022-11-09,1.25,1.3,1.25,1.25,8329
GXH.NZ,2022-11-10,1.25,1.25,1.25,1.25,148
GXH.NZ,2022-11-11,1.25,1.25,1.25,1.25,8917
GXH.NZ,2022-11-14,1.25,1.25,1.23,1.25,5207
GXH.NZ,2022-11-15,1.23,1.23,1.23,1.23,2267
GXH.NZ,2022-11-16,1.21,1.23,1.21,1.23,14445
GXH.NZ,2022-11-17,1.22,1.22,1.2,1.2,68908
GXH.NZ,2022-11-18,1.2,1.24,1.2,1.2,16579
GXH.NZ,2022-11-21,1.2,1.2,1.19,1.2,25881
GXH.NZ,2022-11-22,1.24,1.24,1.24,1.24,416
GXH.NZ,2022-11-23,1.24,1.24,1.24,1.24,729
GXH.NZ,2022-11-24,1.24,1.24,1.2,1.2,6143
GXH.NZ,2022-11-25,1.21,1.24,1.21,1.24,1199
GXH.NZ,2022-11-28,1.24,1.33,1.24,1.3,49935
GXH.NZ,2022-11-29,1.33,1.33,1.3,1.3,32935
GXH.NZ,2022-11-30,1.32,1.32,1.3,1.32,36087
GXH.NZ,2022-12-01,1.32,1.32,1.31,1.31,11658
GXH.NZ,2022-12-02,1.32,1.32,1.31,1.31,734
GXH.NZ,2022-12-05,1.33,1.33,1.31,1.31,3690
GXH.NZ,2022-12-06,1.31,1.31,1.31,1.31,16912
GXH.NZ,2022-12-07,1.32,1.32,1.31,1.32,2834
GXH.NZ,2022-12-08,1.32,1.32,1.32,1.32,4183
GXH.NZ,2022-12-09,1.32,1.32,1.3,1.32,47486
GXH.NZ,2022-12-12,1.31,1.32,1.31,1.32,16837
GXH.NZ,2022-12-13,1.31,1.31,1.31,1.31,739
GXH.NZ,2022-12-14,1.31,1.31,1.31,1.31,952
GXH.NZ,2022-12-15,1.31,1.32,1.31,1.31,8120
GXH.NZ,2022-12-16,1.31,1.32,1.31,1.32,21795
GXH.NZ,2022-12-19,1.35,1.35,1.33,1.35,4187
GXH.NZ,2022-12-20,1.38,1.39,1.38,1.39,4295
GXH.NZ,2022-12-21,1.39,1.39,1.39,1.39,526
GXH.NZ,2022-12-22,1.36,1.36,1.33,1.33,18607
GXH.NZ,2022-12-23,1.34,1.34,1.34,1.34,7702
GXH.NZ,2022-12-28,1.35,1.39,1.35,1.39,4181
GXH.NZ,2022-12-29,1.39,1.39,1.36,1.36,537
GXH.NZ,2022-12-30,1.36,1.39,1.36,1.39,601
GXH.NZ,2023-01-04,1.39,1.39,1.36,1.36,5873
GXH.NZ,2023-01-05,1.38,1.38,1.38,1.38,2456
GXH.NZ,2023-01-06,1.38,1.38,1.38,1.38,1117
GXH.NZ,2023-01-09,1.38,1.39,1.35,1.35,29627
GXH.NZ,2023-01-10,1.38,1.38,1.35,1.38,4465
GXH.NZ,2023-01-11,1.38,1.38,1.34,1.34,4949
GXH.NZ,2023-01-12,1.37,1.37,1.34,1.34,8741
GXH.NZ,2023-01-13,1.34,1.34,1.33,1.33,12271
GXH.NZ,2023-01-16,1.33,1.35,1.33,1.33,8759
GXH.NZ,2023-01-17,1.35,1.35,1.33,1.33,2661
GXH.NZ,2023-01-18,1.33,1.35,1.33,1.35,20437
GXH.NZ,2023-01-19,1.31,1.31,1.31,1.31,13199
GXH.NZ,2023-01-20,1.31,1.31,1.31,1.31,0
GXH.NZ,2023-01-23,1.31,1.31,1.31,1.31,0
GXH.NZ,2023-01-24,1.33,1.34,1.33,1.34,1138
GXH.NZ,2023-01-25,1.33,1.34,1.33,1.34,438
GXH.NZ,2023-01-26,1.37,1.39,1.37,1.39,12008
GXH.NZ,2023-01-27,1.38,1.39,1.38,1.39,22929
GXH.NZ,2023-01-30,1.39,1.39,1.39,1.39,937
GXH.NZ,2023-01-31,1.4,1.4,1.4,1.4,8675
GXH.NZ,2023-02-01,1.39,1.39,1.39,1.39,350
GXH.NZ,2023-02-02,1.38,1.38,1.31,1.31,7963
GXH.NZ,2023-02-03,1.33,1.33,1.31,1.31,12882
GXH.NZ,2023-02-07,1.33,1.37,1.33,1.35,4685
GXH.NZ,2023-02-08,1.36,1.37,1.36,1.36,31687
GXH.NZ,2023-02-09,1.36,1.36,1.31,1.33,14307
GXH.NZ,2023-02-10,1.33,1.33,1.31,1.31,17899
GXH.NZ,2023-02-13,1.31,1.31,1.31,1.31,2073
GXH.NZ,2023-02-14,1.31,1.31,1.31,1.31,0
GXH.NZ,2023-02-15,1.36,1.36,1.36,1.36,37798
GXH.NZ,2023-02-16,1.35,1.36,1.31,1.36,13757
GXH.NZ,2023-02-17,1.36,1.37,1.36,1.37,10445
GXH.NZ,2023-02-20,1.37,1.37,1.31,1.31,25496
GXH.NZ,2023-02-21,1.35,1.35,1.35,1.35,949
GXH.NZ,2023-02-22,1.34,1.36,1.33,1.36,8740
GXH.NZ,2023-02-23,1.36,1.38,1.35,1.38,12179
GXH.NZ,2023-02-24,1.4,1.43,1.4,1.43,2604
GXH.NZ,2023-02-27,1.42,1.42,1.35,1.35,20879
GXH.NZ,2023-02-28,1.35,1.35,1.35,1.35,1970
GXH.NZ,2023-03-01,1.35,1.35,1.35,1.35,0
GXH.NZ,2023-03-02,1.35,1.36,1.35,1.36,4455
GXH.NZ,2023-03-03,1.37,1.37,1.37,1.37,69427
GXH.NZ,2023-03-06,1.37,1.37,1.35,1.35,23255
GXH.NZ,2023-03-07,1.36,1.37,1.36,1.37,770830
GXH.NZ,2023-03-08,1.37,1.37,1.35,1.35,16132
GXH.NZ,2023-03-09,1.37,1.37,1.35,1.35,4961
GXH.NZ,2023-03-10,1.36,1.36,1.35,1.35,10456
GXH.NZ,2023-03-13,1.37,1.37,1.36,1.37,71975
GXH.NZ,2023-03-14,1.38,1.4,1.38,1.39,8839
GXH.NZ,2023-03-15,1.38,1.4,1.38,1.4,26606
GXH.NZ,2023-03-16,1.39,1.39,1.38,1.39,68940
GXH.NZ,2023-03-17,1.38,1.39,1.38,1.39,29050
GXH.NZ,2023-03-20,1.39,1.4,1.39,1.4,11299
GXH.NZ,2023-03-21,1.4,1.4,1.37,1.37,10908
GXH.NZ,2023-03-22,1.37,1.4,1.37,1.4,570
GXH.NZ,2023-03-23,1.4,1.4,1.4,1.4,312
GXH.NZ,2023-03-24,1.39,1.39,1.37,1.37,7697
GXH.NZ,2023-03-27,1.35,1.35,1.35,1.35,5425
GXH.NZ,2023-03-28,1.35,1.35,1.35,1.35,0
GXH.NZ,2023-03-29,1.38,1.38,1.38,1.38,664
GXH.NZ,2023-03-30,1.38,1.38,1.38,1.38,1044
GXH.NZ,2023-03-31,1.37,1.37,1.35,1.35,5273
GXH.NZ,2023-04-03,1.36,1.36,1.36,1.36,401
GXH.NZ,2023-04-04,1.38,1.69,1.38,1.63,174671
GXH.NZ,2023-04-05,1.63,1.65,1.63,1.65,32554
GXH.NZ,2023-04-06,1.64,1.69,1.64,1.68,18450
GXH.NZ,2023-04-11,1.7,1.75,1.69,1.69,62325
GXH.NZ,2023-04-12,1.71,1.71,1.65,1.65,27938
GXH.NZ,2023-04-13,1.4,1.4,1.4,1.4,78339
GXH.NZ,2023-04-14,1.4,1.4,1.35,1.35,31686
GXH.NZ,2023-04-17,1.35,1.4,1.35,1.4,10933
GXH.NZ,2023-04-18,1.4,1.4,1.34,1.34,7435
GXH.NZ,2023-04-19,1.35,1.36,1.3,1.3,52557
GXH.NZ,2023-04-20,1.32,1.35,1.32,1.35,36570
GXH.NZ,2023-04-21,1.35,1.36,1.35,1.36,114859
GXH.NZ,2023-04-24,1.36,1.36,1.36,1.36,243
GXH.NZ,2023-04-26,1.36,1.36,1.36,1.36,52506
GXH.NZ,2023-04-27,1.36,1.36,1.35,1.35,2952
GXH.NZ,2023-04-28,1.34,1.34,1.33,1.33,22843
GXH.NZ,2023-05-01,1.33,1.35,1.32,1.33,132191
GXH.NZ,2023-05-02,1.33,1.34,1.33,1.33,37146
GXH.NZ,2023-05-03,1.33,1.33,1.33,1.33,4514
GXH.NZ,2023-05-04,1.33,1.33,1.31,1.33,6717
GXH.NZ,2023-05-05,1.31,1.31,1.31,1.31,1338
GXH.NZ,2023-05-08,1.33,1.33,1.33,1.33,9308
GXH.NZ,2023-05-09,1.33,1.33,1.31,1.31,12358
GXH.NZ,2023-05-10,1.33,1.33,1.33,1.33,5121
GXH.NZ,2023-05-11,1.33,1.33,1.33,1.33,6799
GXH.NZ,2023-05-12,1.33,1.33,1.3,1.33,16309
GXH.NZ,2023-05-15,1.33,1.33,1.33,1.33,9235
GXH.NZ,2023-05-16,1.33,1.33,1.3,1.31,7239
GXH.NZ,2023-05-17,1.31,1.31,1.3,1.3,4323
GXH.NZ,2023-05-18,1.3,1.31,1.3,1.31,47220
GXH.NZ,2023-05-19,1.33,1.33,1.29,1.31,23974
GXH.NZ,2023-05-22,1.31,1.31,1.31,1.31,8352
GXH.NZ,2023-05-23,1.33,1.33,1.33,1.33,747
GXH.NZ,2023-05-24,1.37,1.4,1.37,1.4,4735
GXH.NZ,2023-05-25,1.43,1.44,1.41,1.41,16589
GXH.NZ,2023-05-26,1.43,1.43,1.43,1.43,1798
GXH.NZ,2023-05-29,1.43,1.44,1.43,1.44,59527
GXH.NZ,2023-05-30,1.46,1.46,1.45,1.45,8601
GXH.NZ,2023-05-31,1.46,1.46,1.46,1.46,5009
GXH.NZ,2023-06-01,1.46,1.46,1.43,1.44,7357
GXH.NZ,2023-06-02,1.44,1.44,1.38,1.4,8637
GXH.NZ,2023-06-06,1.44,1.44,1.43,1.44,8572
GXH.NZ,2023-06-07,1.44,1.45,1.43,1.45,5577
GXH.NZ,2023-06-08,1.42,1.44,1.4,1.44,514535
GXH.NZ,2023-06-09,1.44,1.44,1.4,1.4,6264
GXH.NZ,2023-06-12,1.44,1.44,1.44,1.44,3230
GXH.NZ,2023-06-13,1.43,1.43,1.41,1.42,2953
GXH.NZ,2023-06-14,1.42,1.42,1.42,1.42,2168
GXH.NZ,2023-06-15,1.41,1.41,1.35,1.35,6751
GXH.NZ,2023-06-16,1.35,1.35,1.31,1.33,21588
GXH.NZ,2023-06-19,1.32,1.32,1.29,1.3,43470
GXH.NZ,2023-06-20,1.32,1.32,1.31,1.31,19756
GXH.NZ,2023-06-21,1.37,1.37,1.37,1.37,8
GXH.NZ,2023-06-22,1.37,1.37,1.36,1.37,6721
GXH.NZ,2023-06-23,1.37,1.42,1.37,1.4,5938
GXH.NZ,2023-06-26,1.4,1.4,1.34,1.34,5943
GXH.NZ,2023-06-27,1.33,1.33,1.3,1.31,15250
GXH.NZ,2023-06-28,1.31,1.32,1.31,1.32,24038
GXH.NZ,2023-06-29,1.32,1.35,1.32,1.32,17788
GXH.NZ,2023-06-30,1.32,1.32,1.31,1.31,5959
GXH.NZ,2023-07-03,1.32,1.38,1.32,1.35,13612
GXH.NZ,2023-07-04,1.36,1.38,1.36,1.38,1114
GXH.NZ,2023-07-05,1.38,1.38,1.38,1.38,5929
GXH.NZ,2023-07-06,1.38,1.38,1.36,1.38,10529
